eval_id,algorithm,accuracy,abnormal_recall,false_negative_rate,f1_score,train_time,test_time,n_estimators,max_depth,learning_rate,subsample,colsample_bytree,min_samples_split,min_samples_leaf,C,kernel,gamma
99,svm,0.8526100307062436,0.7545691906005222,0.2454308093994778,0.8507508873460383,25.004409790039062,4.386573076248169,,,,,,,,2.9196497127183,poly,0.0200253036151
100,xgb,0.8669396110542477,0.7519582245430809,0.24804177545691905,0.8644840539200478,21.85255265235901,0.055934906005859375,411.0,6.0,0.0534436216331,0.6240286871791,0.7280509129167,,,,,
101,rf,0.8085977482088025,0.577023498694517,0.42297650130548303,0.7976486001074171,5.006772518157959,0.03140735626220703,200.0,27.0,,,,6.0,7.0,,,
102,svm,0.8546571136131014,0.7571801566579635,0.24281984334203655,0.8528237916884545,24.794448375701904,4.075394630432129,,,,,,,,19.7420521328101,poly,0.0126962740305
103,svm,0.6131013306038895,0.013054830287206266,0.9869451697127938,0.47133247049722715,29.125614166259766,9.237192153930664,,,,,,,,0.1405757829789,rbf,0.0461805369238
104,xgb,0.8249744114636642,0.6370757180156658,0.3629242819843342,0.8179959889379733,8.82293963432312,0.08079791069030762,298.0,3.0,0.0255924426235,0.923340408504,0.9920950785279,,,,,
105,xgb,0.8689866939611054,0.7467362924281984,0.25326370757180156,0.8662580709706713,22.247441291809082,0.05748796463012695,451.0,6.0,0.0435869871149,0.947577547282,0.7565503299236,,,,,
106,svm,0.8515864892528148,0.7493472584856397,0.2506527415143603,0.8495597627136827,31.95797562599182,4.1689982414245605,,,,,,,,74.8565569020718,poly,0.2938760434288
107,svm,0.721596724667349,0.370757180156658,0.6292428198433421,0.6899306838019817,21.61577010154724,4.737106561660767,,,,,,,,0.4784988870429,sigmoid,0.0010764997428
108,rf,0.8014329580348004,0.556135770234987,0.44386422976501305,0.7889194026818598,10.99617052078247,0.20355582237243652,454.0,46.0,,,,10.0,9.0,,,
109,xgb,0.8659160696008188,0.7362924281984334,0.26370757180156656,0.8628479403278977,30.37266516685486,0.05714082717895508,340.0,8.0,0.0314834462139,0.649827992171,0.9237439095974,,,,,
110,svm,0.6489252814738997,0.5613577023498695,0.4386422976501306,0.6494744408111588,14.387629270553589,3.1783626079559326,,,,,,,,3.6011681288638,sigmoid,0.0040151652272
111,rf,0.8096212896622313,0.5718015665796344,0.4281984334203655,0.798122683490081,10.145867109298706,0.07910490036010742,406.0,21.0,,,,2.0,6.0,,,
112,xgb,0.7789150460593655,0.4804177545691906,0.5195822454308094,0.7591503695075733,3.8438284397125244,0.04720902442932129,86.0,4.0,0.0128479060493,0.798418192938,0.6112925462425,,,,,
113,xgb,0.872057318321392,0.7571801566579635,0.24281984334203655,0.8696465102713645,20.91924786567688,0.07500696182250977,280.0,8.0,0.089267627005,0.7751844540238,0.9533286247402,,,,,
114,rf,0.7932446264073695,0.5300261096605744,0.4699738903394256,0.7785150038033606,5.021538019180298,0.03759169578552246,219.0,12.0,,,,4.0,4.0,,,
115,svm,0.6079836233367452,0.0,1.0,0.4597610086085635,28.410537242889404,11.09946060180664,,,,,,,,0.1708657816769,rbf,0.1798000625852
116,xgb,0.8515864892528148,0.7362924281984334,0.26370757180156656,0.8490180606269726,5.733687400817871,0.04738950729370117,139.0,4.0,0.1968949806583,0.6265701260418,0.6658768858761,,,,,
117,rf,0.827021494370522,0.6292428198433421,0.370757180156658,0.8193764118585247,7.756953001022339,0.07370233535766602,248.0,31.0,,,,8.0,1.0,,,
118,svm,0.6079836233367452,0.0,1.0,0.4597610086085635,29.747512817382812,10.037886142730713,,,,,,,,10.6670678680464,rbf,0.6733514129014
119,rf,0.8065506653019447,0.5639686684073107,0.4360313315926893,0.7944874385567154,6.847130537033081,0.06871199607849121,279.0,50.0,,,,20.0,7.0,,,
120,xgb,0.8730808597748209,0.762402088772846,0.23759791122715404,0.8708361712055309,14.510754585266113,0.06621527671813965,251.0,7.0,0.1782578573183,0.9258908357471,0.8018204655498,,,,,
121,xgb,0.8812691914022518,0.7650130548302873,0.2349869451697128,0.878891614065796,8.516337394714355,0.04763936996459961,98.0,9.0,0.24464296569,0.9001158017665,0.64987594001,,,,,
122,svm,0.5701125895598772,0.4516971279373368,0.5483028720626631,0.5701125895598772,19.577855825424194,3.289547920227051,,,,,,,,6.6557161563299,sigmoid,0.0298733505854
123,svm,0.5250767656090072,0.3577023498694517,0.6422976501305483,0.5215352479441941,20.777482986450195,3.3407297134399414,,,,,,,,0.9865609257097,sigmoid,0.1087054025566
124,rf,0.7492323439099283,0.39947780678851175,0.6005221932114883,0.7195218200243867,5.6438963413238525,0.047052860260009766,388.0,6.0,,,,3.0,4.0,,,
125,rf,0.8075742067553736,0.5796344647519582,0.42036553524804177,0.796926927482385,2.5878357887268066,0.03161025047302246,102.0,44.0,,,,16.0,6.0,,,
126,svm,0.8515864892528148,0.7493472584856397,0.2506527415143603,0.8495597627136827,25.393800258636475,4.105628967285156,,,,,,,,55.2419606092083,poly,0.0691424216911
127,rf,0.8188331627430911,0.597911227154047,0.402088772845953,0.8091424084221918,13.02553677558899,0.09489750862121582,471.0,37.0,,,,9.0,3.0,,,
128,xgb,0.8669396110542477,0.762402088772846,0.23759791122715404,0.864884250659355,27.652439832687378,0.04961133003234863,464.0,7.0,0.0648540098621,0.7509595356882,0.7951214779168,,,,,
129,xgb,0.8556806550665302,0.7101827676240209,0.2898172323759791,0.8517538420160031,37.710859060287476,0.08885931968688965,388.0,9.0,0.0126105492506,0.7482639826834,0.8800250060856,,,,,
130,rf,0.7492323439099283,0.39947780678851175,0.6005221932114883,0.7195218200243867,4.337591886520386,0.031548500061035156,293.0,6.0,,,,3.0,2.0,,,
131,xgb,0.8290685772773797,0.6892950391644909,0.31070496083550914,0.8251572979752589,3.557140827178955,0.047066450119018555,98.0,3.0,0.2607092836998,0.9541637307191,0.6501849325785,,,,,
132,xgb,0.8239508700102354,0.6553524804177546,0.34464751958224543,0.818262413097686,3.6830692291259766,0.06666803359985352,103.0,3.0,0.1213349202082,0.9096458847971,0.6498856373409,,,,,
133,xgb,0.8178096212896623,0.660574412532637,0.3394255874673629,0.8127705896106843,3.7113990783691406,0.04904651641845703,104.0,3.0,0.1513432501622,0.8579373897961,0.6486971619977,,,,,
134,xgb,0.8249744114636642,0.6475195822454308,0.3524804177545692,0.8187170094977706,3.6560263633728027,0.04738950729370117,102.0,3.0,0.1161388221365,0.983245419498,0.6495727513588,,,,,
135,xgb,0.8444216990788127,0.7310704960835509,0.2689295039164491,0.8419040971159333,7.013508558273315,0.052614450454711914,178.0,4.0,0.1023856861513,0.675433733837,0.9625374043407,,,,,
136,svm,0.5834186284544524,0.45691906005221933,0.5430809399477807,0.5825083484439239,18.323140859603882,3.2503042221069336,,,,,,,,0.3796374449058,sigmoid,0.0173519319193
137,svm,0.7379733879222109,0.3577023498694517,0.6422976501305483,0.7013482668689591,22.240275382995605,4.822106599807739,,,,,,,,5.3742316022204,poly,0.0020138326412
138,xgb,0.8229273285568065,0.6631853785900783,0.3368146214099217,0.8177882333840376,3.7019379138946533,0.048096656799316406,99.0,3.0,0.1392953039083,0.9348818843882,0.6488604807966,,,,,
139,xgb,0.849539406345957,0.7310704960835509,0.2689295039164491,0.8468207602296101,4.918584823608398,0.049742698669433594,60.0,7.0,0.2798288713546,0.8686016118232,0.64987594001,,,,,
140,xgb,0.8607983623336745,0.7362924281984334,0.26370757180156656,0.8578992004063383,4.809535264968872,0.056127309799194336,51.0,7.0,0.2606307495014,0.6766052828294,0.6499776591427,,,,,
141,rf,0.8004094165813715,0.5456919060052219,0.45430809399477806,0.7868873331957286,1.470141887664795,0.12255334854125977,57.0,41.0,,,,19.0,8.0,,,
142,xgb,0.8546571136131014,0.7467362924281984,0.25326370757180156,0.8524120276432956,4.894418954849243,0.03779339790344238,83.0,5.0,0.2807113890395,0.6741261847766,0.6502820207983,,,,,
143,xgb,0.8689866939611054,0.7597911227154047,0.2402088772845953,0.8667688245803102,5.489581346511841,0.04765820503234863,66.0,7.0,0.2201724429887,0.9473527946178,0.6501849325785,,,,,
144,xgb,0.8433981576253838,0.6945169712793734,0.30548302872062666,0.8391371477194928,4.029603719711304,0.04743790626525879,67.0,5.0,0.1090917554882,0.8409538080839,0.6501317381786,,,,,
145,xgb,0.8710337768679631,0.7754569190600522,0.2245430809399478,0.8693177689782335,10.696917057037354,0.04747724533081055,190.0,6.0,0.1991554122523,0.7581968121351,0.8569402278877,,,,,
146,xgb,0.8474923234390993,0.6814621409921671,0.3185378590078329,0.8423425566764174,6.928427219390869,0.06843400001525879,78.0,7.0,0.0425033239322,0.9661961173116,0.8937260089641,,,,,
147,xgb,0.8730808597748209,0.7702349869451697,0.2297650130548303,0.8711203621673849,6.7914581298828125,0.047595977783203125,98.0,6.0,0.1871116769575,0.9938053774526,0.8605420530582,,,,,
148,xgb,0.8679631525076765,0.7571801566579635,0.24281984334203655,0.8656781366957205,6.8243279457092285,0.047513484954833984,110.0,6.0,0.1885372813881,0.9701007846015,0.8606748206431,,,,,
149,xgb,0.8505629477993859,0.7467362924281984,0.25326370757180156,0.8484695277534136,6.34133505821228,0.04748678207397461,100.0,6.0,0.191821212163,0.9968647931856,0.9146342470045,,,,,
150,xgb,0.8587512794268168,0.741514360313316,0.2584856396866841,0.8561446110843584,6.617617130279541,0.04771828651428223,105.0,6.0,0.1875928262689,0.9859183093706,0.958135843166,,,,,
151,xgb,0.8567041965199591,0.7441253263707572,0.2558746736292428,0.8542784018847142,6.643028974533081,0.047405242919921875,100.0,6.0,0.1895189212111,0.9372288920666,0.9786614638135,,,,,
152,svm,0.526100307062436,0.3577023498694517,0.6422976501305483,0.522422934758892,14.25706171989441,3.2256312370300293,,,,,,,,0.9111923509934,sigmoid,0.7463506544564
153,xgb,0.8526100307062436,0.7284595300261096,0.27154046997389036,0.8496585553920226,4.905199289321899,0.042493581771850586,71.0,6.0,0.1912240823106,0.9303362529909,0.8644816167527,,,,,
154,xgb,0.8403275332650972,0.7154046997389034,0.2845953002610966,0.8372563785242392,5.075337886810303,0.04579591751098633,67.0,6.0,0.1878544522335,0.8183617031234,0.8702798117589,,,,,
155,xgb,0.8669396110542477,0.7467362924281984,0.25326370757180156,0.8642750847289092,6.569582939147949,0.05047297477722168,91.0,7.0,0.2106130397683,0.9809339684673,0.6538431840488,,,,,
156,xgb,0.8771750255885363,0.7780678851174935,0.22193211488250653,0.8753667545484852,6.569188117980957,0.05915975570678711,90.0,7.0,0.2026922210531,0.9682172482437,0.6403961694557,,,,,
157,svm,0.8515864892528148,0.7493472584856397,0.2506527415143603,0.8495597627136827,30.339205265045166,3.9671924114227295,,,,,,,,0.1211206176677,poly,0.0803380409677
158,xgb,0.8730808597748209,0.762402088772846,0.23759791122715404,0.8708361712055309,6.16113543510437,0.04719376564025879,85.0,7.0,0.1978379015571,0.9739915446043,0.6371811817382,,,,,
159,xgb,0.8669396110542477,0.7441253263707572,0.2558746736292428,0.8641683533295881,5.949032783508301,0.04716157913208008,81.0,7.0,0.199295805665,0.9717120387946,0.6300113621036,,,,,
